Timestamp,P_PV_kW,P_Load_kW,TEMPERATURE,IRRADIATION,hour_norm
2025-10-31 00:00:00+01:00,0.0,1.014,16.0,0.0,0.0
2025-10-31 01:00:00+01:00,0.0,0.987,16.0,0.0,0.042
2025-10-31 02:00:00+01:00,0.0,0.96,16.7,0.0,0.083
2025-10-31 03:00:00+01:00,0.0,0.933,16.5,0.0,0.125
2025-10-31 04:00:00+01:00,0.0,0.906,16.2,0.0,0.167
2025-10-31 05:00:00+01:00,0.0,0.879,16.0,0.0,0.208
2025-10-31 06:00:00+01:00,0.0,0.853,15.9,0.0,0.25
2025-10-31 07:00:00+01:00,0.0,0.826,15.8,0.0,0.292
2025-10-31 08:00:00+01:00,0.0,0.799,15.7,0.0,0.333
2025-10-31 09:00:00+01:00,0.0,0.772,16.4,13.0,0.375
2025-10-31 10:00:00+01:00,0.0,0.745,17.1,42.0,0.417
2025-10-31 11:00:00+01:00,0.0,0.718,17.8,108.0,0.458
2025-10-31 12:00:00+01:00,0.0,0.691,18.5,162.0,0.5
2025-10-31 13:00:00+01:00,0.0,0.664,20.2,374.0,0.542
2025-10-31 14:00:00+01:00,0.0,0.637,20.0,368.0,0.583
2025-10-31 15:00:00+01:00,0.0,0.611,20.7,336.0,0.625
2025-10-31 16:00:00+01:00,0.0,0.584,20.8,274.0,0.667
2025-10-31 17:00:00+01:00,0.0,0.557,20.3,176.0,0.708
2025-10-31 18:00:00+01:00,0.0,0.53,18.6,52.0,0.75
2025-10-31 19:00:00+01:00,0.0,0.503,17.6,0.0,0.792
2025-10-31 20:00:00+01:00,0.0,0.476,16.5,0.0,0.833
2025-10-31 21:00:00+01:00,0.0,0.449,16.2,0.0,0.875
2025-10-31 22:00:00+01:00,0.0,0.422,15.6,0.0,0.917
2025-10-31 23:00:00+01:00,0.0,0.395,15.3,0.0,0.958
2025-11-01 00:00:00+01:00,0.0,0.369,14.8,0.0,0.0
2025-11-01 01:00:00+01:00,0.0,0.342,14.3,0.0,0.042
2025-11-01 02:00:00+01:00,0.0,0.301,14.4,0.0,0.083
2025-11-01 03:00:00+01:00,0.0,0.475,14.9,0.0,0.125
2025-11-01 04:00:00+01:00,0.0,0.269,14.8,0.0,0.167
2025-11-01 05:00:00+01:00,0.0,0.268,14.4,0.0,0.208
2025-11-01 06:00:00+01:00,0.0,0.299,14.3,0.0,0.25
2025-11-01 07:00:00+01:00,0.003,0.254,14.1,0.0,0.292
2025-11-01 08:00:00+01:00,0.645,0.212,13.9,0.0,0.333
2025-11-01 09:00:00+01:00,0.986,0.272,14.5,40.0,0.375
2025-11-01 10:00:00+01:00,1.715,0.315,15.7,141.0,0.417
2025-11-01 11:00:00+01:00,2.084,0.316,17.5,250.0,0.458
2025-11-01 12:00:00+01:00,2.939,0.485,19.3,352.0,0.5
2025-11-01 13:00:00+01:00,1.839,1.051,20.6,396.0,0.542
2025-11-01 14:00:00+01:00,1.114,1.955,20.4,369.0,0.583
2025-11-01 15:00:00+01:00,0.511,0.537,20.6,261.0,0.625
2025-11-01 16:00:00+01:00,0.359,0.799,20.4,245.0,0.667
2025-11-01 17:00:00+01:00,0.131,0.236,19.7,128.0,0.708
2025-11-01 18:00:00+01:00,0.004,0.264,17.7,38.0,0.75
2025-11-01 19:00:00+01:00,0.001,0.417,16.3,0.0,0.792
2025-11-01 20:00:00+01:00,0.001,0.404,16.3,0.0,0.833
2025-11-01 21:00:00+01:00,0.001,0.518,15.9,0.0,0.875
2025-11-01 22:00:00+01:00,0.001,0.635,15.4,0.0,0.917
2025-11-01 23:00:00+01:00,0.001,0.738,15.2,0.0,0.958
2025-11-02 00:00:00+01:00,0.001,0.654,14.5,0.0,0.0
2025-11-02 01:00:00+01:00,0.001,0.604,14.5,0.0,0.042
2025-11-02 02:00:00+01:00,0.0,0.364,14.4,0.0,0.083
2025-11-02 03:00:00+01:00,0.0,0.569,14.9,0.0,0.125
2025-11-02 04:00:00+01:00,0.0,0.256,14.9,0.0,0.167
2025-11-02 05:00:00+01:00,0.0,0.255,15.1,0.0,0.208
2025-11-02 06:00:00+01:00,0.0,0.476,15.2,0.0,0.25
2025-11-02 07:00:00+01:00,0.002,0.312,15.1,0.0,0.292
2025-11-02 08:00:00+01:00,0.319,0.294,15.0,0.0,0.333
2025-11-02 09:00:00+01:00,0.864,0.244,15.4,28.0,0.375
2025-11-02 10:00:00+01:00,0.742,0.292,15.9,62.0,0.417
2025-11-02 11:00:00+01:00,1.208,0.439,17.7,153.0,0.458
2025-11-02 12:00:00+01:00,1.01,0.357,19.2,194.0,0.5
2025-11-02 13:00:00+01:00,0.7,0.373,20.2,300.0,0.542
2025-11-02 14:00:00+01:00,0.83,0.52,19.5,278.0,0.583
2025-11-02 15:00:00+01:00,0.382,0.854,19.9,182.0,0.625
2025-11-02 16:00:00+01:00,0.138,0.497,19.3,134.0,0.667
2025-11-02 17:00:00+01:00,0.117,0.451,17.3,33.0,0.708
2025-11-02 18:00:00+01:00,0.0,0.732,16.7,14.0,0.75
2025-11-02 19:00:00+01:00,0.0,0.819,16.0,0.0,0.792
2025-11-02 20:00:00+01:00,0.0,1.118,15.1,0.0,0.833
2025-11-02 21:00:00+01:00,0.0,1.114,15.7,0.0,0.875
2025-11-02 22:00:00+01:00,0.0,1.131,15.6,0.0,0.917
2025-11-02 23:00:00+01:00,0.0,1.082,16.5,0.0,0.958
2025-11-03 00:00:00+01:00,0.0,1.007,16.7,0.0,0.0
2025-11-03 01:00:00+01:00,0.0,0.509,14.6,0.0,0.042
2025-11-03 02:00:00+01:00,0.0,0.325,15.5,0.0,0.083
2025-11-03 03:00:00+01:00,0.0,0.469,14.5,0.0,0.125
2025-11-03 04:00:00+01:00,0.0,0.268,13.1,0.0,0.167
2025-11-03 05:00:00+01:00,0.0,0.27,12.3,0.0,0.208
2025-11-03 06:00:00+01:00,0.0,0.272,11.4,0.0,0.25
2025-11-03 07:00:00+01:00,0.003,0.286,10.8,0.0,0.292
2025-11-03 08:00:00+01:00,0.723,0.305,11.1,0.0,0.333
2025-11-03 09:00:00+01:00,2.165,0.316,12.3,46.0,0.375
2025-11-03 10:00:00+01:00,2.906,0.884,14.8,183.0,0.417
2025-11-03 11:00:00+01:00,3.346,0.849,16.9,311.0,0.458
2025-11-03 12:00:00+01:00,3.353,0.808,18.3,421.0,0.5
2025-11-03 13:00:00+01:00,3.045,0.351,19.4,485.0,0.542
2025-11-03 14:00:00+01:00,2.366,0.431,20.6,491.0,0.583
2025-11-03 15:00:00+01:00,1.15,0.396,20.7,417.0,0.625
2025-11-03 16:00:00+01:00,0.406,0.425,20.4,319.0,0.667
2025-11-03 17:00:00+01:00,0.174,0.397,18.8,188.0,0.708
2025-11-03 18:00:00+01:00,0.006,0.957,16.4,50.0,0.75
2025-11-03 19:00:00+01:00,0.0,1.545,14.0,0.0,0.792
2025-11-03 20:00:00+01:00,0.0,0.519,13.6,0.0,0.833
2025-11-03 21:00:00+01:00,0.001,0.728,13.2,0.0,0.875
2025-11-03 22:00:00+01:00,0.001,0.79,12.1,0.0,0.917
2025-11-03 23:00:00+01:00,0.001,1.089,11.0,0.0,0.958
2025-11-04 00:00:00+01:00,0.001,0.993,10.7,0.0,0.0
2025-11-04 01:00:00+01:00,0.001,0.497,10.2,0.0,0.042
2025-11-04 02:00:00+01:00,0.0,0.284,8.7,0.0,0.083
2025-11-04 03:00:00+01:00,0.0,0.576,8.4,0.0,0.125
2025-11-04 04:00:00+01:00,0.0,0.253,7.7,0.0,0.167
2025-11-04 05:00:00+01:00,0.0,0.259,6.9,0.0,0.208
2025-11-04 06:00:00+01:00,0.0,0.25,6.6,0.0,0.25
2025-11-04 07:00:00+01:00,0.002,0.292,6.5,0.0,0.292
2025-11-04 08:00:00+01:00,0.9,0.348,6.3,0.0,0.333
2025-11-04 09:00:00+01:00,2.291,0.31,7.7,48.0,0.375
2025-11-04 10:00:00+01:00,3.088,0.285,10.2,191.0,0.417
2025-11-04 11:00:00+01:00,3.458,0.499,13.0,332.0,0.458
2025-11-04 12:00:00+01:00,3.372,0.622,15.6,438.0,0.5
2025-11-04 13:00:00+01:00,3.002,0.75,17.6,495.0,0.542
2025-11-04 14:00:00+01:00,2.302,0.387,18.7,496.0,0.583
2025-11-04 15:00:00+01:00,1.221,0.416,19.2,441.0,0.625
2025-11-04 16:00:00+01:00,0.343,0.505,19.2,337.0,0.667
2025-11-04 17:00:00+01:00,0.104,0.361,18.2,197.0,0.708
2025-11-04 18:00:00+01:00,0.007,0.562,15.0,54.0,0.75
2025-11-04 19:00:00+01:00,0.0,1.399,12.4,0.0,0.792
2025-11-04 20:00:00+01:00,0.0,1.184,11.3,0.0,0.833
2025-11-04 21:00:00+01:00,0.0,1.39,10.6,0.0,0.875
2025-11-04 22:00:00+01:00,0.0,1.95,10.1,0.0,0.917
2025-11-04 23:00:00+01:00,0.0,1.941,9.1,0.0,0.958
2025-11-05 00:00:00+01:00,0.0,1.771,8.3,0.0,0.0
2025-11-05 01:00:00+01:00,0.0,1.376,7.8,0.0,0.042
2025-11-05 02:00:00+01:00,0.0,0.873,7.4,0.0,0.083
2025-11-05 03:00:00+01:00,0.0,0.583,7.3,0.0,0.125
2025-11-05 04:00:00+01:00,0.0,0.28,7.1,0.0,0.167
2025-11-05 05:00:00+01:00,0.0,0.246,6.8,0.0,0.208
2025-11-05 06:00:00+01:00,0.0,0.254,6.6,0.0,0.25
2025-11-05 07:00:00+01:00,0.003,0.255,6.3,0.0,0.292
2025-11-05 08:00:00+01:00,0.853,0.231,5.6,0.0,0.333
2025-11-05 09:00:00+01:00,2.254,0.238,6.3,37.0,0.375
2025-11-05 10:00:00+01:00,3.064,0.236,7.6,136.0,0.417
2025-11-05 11:00:00+01:00,3.394,0.269,10.0,285.0,0.458
2025-11-05 12:00:00+01:00,3.35,0.56,13.0,426.0,0.5
2025-11-05 13:00:00+01:00,2.981,1.058,15.3,490.0,0.542
2025-11-05 14:00:00+01:00,2.351,0.503,16.8,497.0,0.583
2025-11-05 15:00:00+01:00,1.203,0.664,17.6,442.0,0.625
2025-11-05 16:00:00+01:00,0.344,0.723,17.6,338.0,0.667
2025-11-05 17:00:00+01:00,0.114,0.893,16.4,197.0,0.708
2025-11-05 18:00:00+01:00,0.007,1.353,13.2,52.0,0.75
2025-11-05 19:00:00+01:00,0.0,0.957,11.4,0.0,0.792
2025-11-05 20:00:00+01:00,0.0,1.24,10.7,0.0,0.833
2025-11-05 21:00:00+01:00,0.0,1.251,9.4,0.0,0.875
2025-11-05 22:00:00+01:00,0.0,1.197,7.9,0.0,0.917
2025-11-05 23:00:00+01:00,0.0,1.38,6.6,0.0,0.958
2025-11-06 00:00:00+01:00,0.0,1.452,6.3,0.0,0.0
2025-11-06 01:00:00+01:00,0.0,0.392,6.1,0.0,0.042
2025-11-06 02:00:00+01:00,0.0,0.302,5.7,0.0,0.083
2025-11-06 03:00:00+01:00,0.0,0.498,5.4,0.0,0.125
2025-11-06 04:00:00+01:00,0.0,0.261,5.2,0.0,0.167
2025-11-06 05:00:00+01:00,0.0,0.267,4.8,0.0,0.208
2025-11-06 06:00:00+01:00,0.0,0.246,4.7,0.0,0.25
2025-11-06 07:00:00+01:00,0.001,0.283,4.4,0.0,0.292
2025-11-06 08:00:00+01:00,0.754,0.518,3.4,0.0,0.333
2025-11-06 09:00:00+01:00,2.175,0.31,4.4,37.0,0.375
2025-11-06 10:00:00+01:00,3.008,0.325,7.0,152.0,0.417
2025-11-06 11:00:00+01:00,3.254,0.333,10.1,297.0,0.458
2025-11-06 12:00:00+01:00,3.277,0.377,13.3,420.0,0.5
2025-11-06 13:00:00+01:00,2.97,0.363,15.5,483.0,0.542
2025-11-06 14:00:00+01:00,2.244,0.452,17.0,477.0,0.583
2025-11-06 15:00:00+01:00,0.96,0.454,17.6,424.0,0.625
2025-11-06 16:00:00+01:00,0.306,0.398,17.3,312.0,0.667
2025-11-06 17:00:00+01:00,0.129,0.953,16.0,171.0,0.708
2025-11-06 18:00:00+01:00,0.002,0.925,13.5,41.0,0.75
2025-11-06 19:00:00+01:00,0.0,0.992,12.3,0.0,0.792
2025-11-06 20:00:00+01:00,0.0,1.054,11.5,0.0,0.833
2025-11-06 21:00:00+01:00,0.001,1.08,10.3,0.0,0.875
2025-11-06 22:00:00+01:00,0.0,1.076,9.1,0.0,0.917
2025-11-06 23:00:00+01:00,0.001,1.141,8.1,0.0,0.958
2025-11-07 00:00:00+01:00,0.001,1.07,7.1,0.0,0.0
2025-11-07 01:00:00+01:00,0.001,0.783,7.3,0.0,0.042
2025-11-07 02:00:00+01:00,0.0,0.294,6.9,0.0,0.083
2025-11-07 03:00:00+01:00,0.0,0.534,6.9,0.0,0.125
2025-11-07 04:00:00+01:00,0.0,0.267,6.9,0.0,0.167
2025-11-07 05:00:00+01:00,0.0,0.259,6.8,0.0,0.208
2025-11-07 06:00:00+01:00,0.0,0.273,6.8,0.0,0.25
2025-11-07 07:00:00+01:00,0.002,0.289,6.6,0.0,0.292
2025-11-07 08:00:00+01:00,0.264,0.346,6.3,0.0,0.333
2025-11-07 09:00:00+01:00,2.11,0.321,7.5,36.0,0.375
2025-11-07 10:00:00+01:00,2.737,0.828,9.8,144.0,0.417
2025-11-07 11:00:00+01:00,2.192,0.791,12.6,292.0,0.458
2025-11-07 12:00:00+01:00,2.723,0.235,15.1,416.0,0.5
2025-11-07 13:00:00+01:00,1.787,0.223,16.4,400.0,0.542
2025-11-07 14:00:00+01:00,1.144,0.357,16.5,352.0,0.583
2025-11-07 15:00:00+01:00,0.677,0.799,17.0,244.0,0.625
2025-11-07 16:00:00+01:00,0.211,1.572,16.4,114.0,0.667
2025-11-07 17:00:00+01:00,0.054,1.52,15.5,70.0,0.708
2025-11-07 18:00:00+01:00,0.003,1.586,13.9,17.0,0.75
2025-11-07 19:00:00+01:00,0.0,1.022,13.5,0.0,0.792
2025-11-07 20:00:00+01:00,0.0,0.986,12.6,0.0,0.833
2025-11-07 21:00:00+01:00,0.0,1.659,12.0,0.0,0.875
2025-11-07 22:00:00+01:00,0.0,1.298,11.7,0.0,0.917
2025-11-07 23:00:00+01:00,0.0,1.382,11.1,0.0,0.958
2025-11-08 00:00:00+01:00,0.0,1.171,10.4,0.0,0.0
2025-11-08 01:00:00+01:00,0.0,0.572,9.6,0.0,0.042
2025-11-08 02:00:00+01:00,0.0,0.295,9.6,0.0,0.083
2025-11-08 03:00:00+01:00,0.0,0.49,9.2,0.0,0.125
2025-11-08 04:00:00+01:00,0.0,0.254,8.3,0.0,0.167
2025-11-08 05:00:00+01:00,0.0,0.26,7.9,0.0,0.208
2025-11-08 06:00:00+01:00,0.0,0.269,7.5,0.0,0.25
2025-11-08 07:00:00+01:00,0.001,0.236,7.3,0.0,0.292
2025-11-08 08:00:00+01:00,0.495,1.936,6.7,0.0,0.333
2025-11-08 09:00:00+01:00,1.919,0.788,7.7,37.0,0.375
2025-11-08 10:00:00+01:00,2.8,0.332,10.6,169.0,0.417
2025-11-08 11:00:00+01:00,3.222,0.464,13.3,307.0,0.458
2025-11-08 12:00:00+01:00,3.241,0.339,14.9,410.0,0.5
2025-11-08 13:00:00+01:00,2.907,0.527,16.0,467.0,0.542
2025-11-08 14:00:00+01:00,2.224,1.128,16.9,468.0,0.583
2025-11-08 15:00:00+01:00,1.061,0.584,17.2,416.0,0.625
2025-11-08 16:00:00+01:00,0.336,1.056,17.0,315.0,0.667
2025-11-08 17:00:00+01:00,0.102,1.072,15.7,178.0,0.708
2025-11-08 18:00:00+01:00,0.002,0.437,13.2,43.0,0.75
2025-11-08 19:00:00+01:00,0.0,0.479,11.4,0.0,0.792
2025-11-08 20:00:00+01:00,0.0,1.605,10.1,0.0,0.833
2025-11-08 21:00:00+01:00,0.0,2.424,9.2,0.0,0.875
2025-11-08 22:00:00+01:00,0.0,2.208,8.9,0.0,0.917
2025-11-08 23:00:00+01:00,0.0,2.238,8.8,0.0,0.958
2025-11-09 00:00:00+01:00,0.0,1.291,8.5,0.0,0.0
2025-11-09 01:00:00+01:00,0.0,1.038,7.9,0.0,0.042
2025-11-09 02:00:00+01:00,0.0,0.677,7.5,0.0,0.083
2025-11-09 03:00:00+01:00,0.0,0.596,7.2,0.0,0.125
2025-11-09 04:00:00+01:00,0.0,0.25,6.7,0.0,0.167
2025-11-09 05:00:00+01:00,0.0,0.288,6.3,0.0,0.208
2025-11-09 06:00:00+01:00,0.0,0.272,6.0,0.0,0.25
2025-11-09 07:00:00+01:00,0.001,0.266,5.7,0.0,0.292
2025-11-09 08:00:00+01:00,0.536,0.248,5.3,0.0,0.333
2025-11-09 09:00:00+01:00,1.936,0.234,6.3,35.0,0.375
2025-11-09 10:00:00+01:00,2.739,0.226,8.8,169.0,0.417
2025-11-09 11:00:00+01:00,3.119,0.25,11.7,307.0,0.458
2025-11-09 12:00:00+01:00,3.121,0.262,14.2,411.0,0.5
2025-11-09 13:00:00+01:00,2.84,0.367,15.6,466.0,0.542
2025-11-09 14:00:00+01:00,2.178,2.223,16.6,467.0,0.583
2025-11-09 15:00:00+01:00,1.065,2.103,17.0,414.0,0.625
2025-11-09 16:00:00+01:00,0.329,0.642,16.5,313.0,0.667
2025-11-09 17:00:00+01:00,0.093,0.671,15.1,176.0,0.708
2025-11-09 18:00:00+01:00,0.002,0.452,12.1,41.0,0.75
2025-11-09 19:00:00+01:00,0.0,1.897,10.0,0.0,0.792
2025-11-09 20:00:00+01:00,0.0,2.728,9.2,0.0,0.833
2025-11-09 21:00:00+01:00,0.0,3.314,8.8,0.0,0.875
2025-11-09 22:00:00+01:00,0.0,1.406,8.1,0.0,0.917
2025-11-09 23:00:00+01:00,0.0,1.205,7.6,0.0,0.958
2025-11-10 00:00:00+01:00,0.0,1.085,6.8,0.0,0.0
2025-11-10 01:00:00+01:00,0.0,0.293,6.2,0.0,0.042
2025-11-10 02:00:00+01:00,0.0,0.283,5.7,0.0,0.083
2025-11-10 03:00:00+01:00,0.0,0.492,5.4,0.0,0.125
2025-11-10 04:00:00+01:00,0.0,0.266,5.4,0.0,0.167
2025-11-10 05:00:00+01:00,0.0,0.261,4.8,0.0,0.208
2025-11-10 06:00:00+01:00,0.0,0.238,4.3,0.0,0.25
2025-11-10 07:00:00+01:00,0.001,0.261,3.9,0.0,0.292
2025-11-10 08:00:00+01:00,0.571,0.349,3.8,0.0,0.333
2025-11-10 09:00:00+01:00,1.83,0.345,4.8,33.0,0.375
2025-11-10 10:00:00+01:00,2.689,0.326,8.1,163.0,0.417
2025-11-10 11:00:00+01:00,3.099,0.278,11.1,301.0,0.458
2025-11-10 12:00:00+01:00,3.101,0.912,13.4,405.0,0.5
2025-11-10 13:00:00+01:00,2.766,0.336,14.9,462.0,0.542
2025-11-10 14:00:00+01:00,2.146,0.53,16.2,464.0,0.583
2025-11-10 15:00:00+01:00,1.065,0.433,16.4,409.0,0.625
2025-11-10 16:00:00+01:00,0.335,2.153,16.0,308.0,0.667
2025-11-10 17:00:00+01:00,0.085,1.688,14.8,173.0,0.708
2025-11-10 18:00:00+01:00,0.0,0.933,11.9,39.0,0.75
2025-11-10 19:00:00+01:00,0.0,0.821,10.9,0.0,0.792
2025-11-10 20:00:00+01:00,0.0,0.783,10.1,0.0,0.833
2025-11-10 21:00:00+01:00,0.0,1.483,8.9,0.0,0.875
2025-11-10 22:00:00+01:00,0.0,2.264,8.1,0.0,0.917
2025-11-10 23:00:00+01:00,0.0,2.605,7.5,0.0,0.958
2025-11-11 00:00:00+01:00,0.0,2.401,6.7,0.0,0.0
2025-11-11 01:00:00+01:00,0.0,0.333,6.5,0.0,0.042
2025-11-11 02:00:00+01:00,0.0,0.301,6.4,0.0,0.083
2025-11-11 03:00:00+01:00,0.0,0.53,6.4,0.0,0.125
2025-11-11 04:00:00+01:00,0.0,0.267,6.4,0.0,0.167
2025-11-11 05:00:00+01:00,0.0,0.225,6.5,0.0,0.208
2025-11-11 06:00:00+01:00,0.0,0.295,6.2,0.0,0.25
2025-11-11 07:00:00+01:00,0.001,0.279,5.7,0.0,0.292
2025-11-11 08:00:00+01:00,0.392,0.36,5.0,0.0,0.333
2025-11-11 09:00:00+01:00,1.84,0.365,5.7,26.0,0.375
2025-11-11 10:00:00+01:00,2.413,0.355,7.8,136.0,0.417
2025-11-11 11:00:00+01:00,2.684,0.289,10.2,262.0,0.458
2025-11-11 12:00:00+01:00,3.146,0.312,13.1,374.0,0.5
2025-11-11 13:00:00+01:00,2.52,0.303,15.2,424.0,0.542
2025-11-11 14:00:00+01:00,2.021,1.142,16.6,419.0,0.583
2025-11-11 15:00:00+01:00,0.529,0.484,17.7,369.0,0.625
2025-11-11 16:00:00+01:00,0.352,1.183,17.5,268.0,0.667
2025-11-11 17:00:00+01:00,0.091,1.071,16.4,143.0,0.708
2025-11-11 18:00:00+01:00,0.002,1.683,14.6,31.0,0.75
2025-11-11 19:00:00+01:00,0.0,2.128,13.2,0.0,0.792
2025-11-11 20:00:00+01:00,0.0,2.241,12.0,0.0,0.833
2025-11-11 21:00:00+01:00,0.0,2.269,11.1,0.0,0.875
2025-11-11 22:00:00+01:00,0.0,1.165,10.8,0.0,0.917
2025-11-11 23:00:00+01:00,0.0,1.3,10.5,0.0,0.958
2025-11-12 00:00:00+01:00,0.0,1.643,10.5,0.0,0.0
2025-11-12 01:00:00+01:00,0.0,0.963,10.1,0.0,0.042
2025-11-12 02:00:00+01:00,0.0,0.288,9.8,0.0,0.083
2025-11-12 03:00:00+01:00,0.0,0.495,10.6,0.0,0.125
2025-11-12 04:00:00+01:00,0.0,0.265,10.5,0.0,0.167
2025-11-12 05:00:00+01:00,0.0,0.265,10.3,0.0,0.208
2025-11-12 06:00:00+01:00,0.0,0.243,9.8,0.0,0.25
2025-11-12 07:00:00+01:00,0.001,0.272,9.5,0.0,0.292
2025-11-12 08:00:00+01:00,0.334,0.33,9.0,0.0,0.333
2025-11-12 09:00:00+01:00,1.581,0.312,9.5,25.0,0.375
2025-11-12 10:00:00+01:00,0.765,0.629,11.5,146.0,0.417
2025-11-12 11:00:00+01:00,2.003,0.508,14.0,266.0,0.458
2025-11-12 12:00:00+01:00,1.271,0.225,15.9,351.0,0.5
2025-11-12 13:00:00+01:00,2.609,0.23,17.4,419.0,0.542
2025-11-12 14:00:00+01:00,2.297,0.34,18.1,434.0,0.583
2025-11-12 15:00:00+01:00,1.179,0.359,18.6,347.0,0.625
2025-11-12 16:00:00+01:00,0.551,0.368,18.7,264.0,0.667
2025-11-12 17:00:00+01:00,0.138,1.026,17.5,145.0,0.708
2025-11-12 18:00:00+01:00,0.002,1.088,15.1,33.0,0.75
2025-11-12 19:00:00+01:00,0.0,1.354,14.1,0.0,0.792
2025-11-12 20:00:00+01:00,0.0,1.175,12.9,0.0,0.833
2025-11-12 21:00:00+01:00,0.0,1.687,11.5,0.0,0.875
2025-11-12 22:00:00+01:00,0.0,2.221,11.2,0.0,0.917
2025-11-12 23:00:00+01:00,0.0,2.427,11.0,0.0,0.958
2025-11-13 00:00:00+01:00,0.0,1.484,10.5,0.0,0.0
2025-11-13 01:00:00+01:00,0.0,0.772,10.4,0.0,0.042
2025-11-13 02:00:00+01:00,0.0,0.293,9.9,0.0,0.083
2025-11-13 03:00:00+01:00,0.0,0.556,10.1,0.0,0.125
2025-11-13 04:00:00+01:00,0.0,0.263,10.3,0.0,0.167
2025-11-13 05:00:00+01:00,0.0,0.254,10.5,0.0,0.208
2025-11-13 06:00:00+01:00,0.0,0.272,10.9,0.0,0.25
2025-11-13 07:00:00+01:00,0.001,0.282,11.1,0.0,0.292
2025-11-13 08:00:00+01:00,0.186,0.746,10.7,0.0,0.333
2025-11-13 09:00:00+01:00,1.579,0.436,10.9,11.0,0.375
2025-11-13 10:00:00+01:00,2.439,0.422,11.9,60.0,0.417
2025-11-13 11:00:00+01:00,2.716,0.322,12.9,124.0,0.458
2025-11-13 12:00:00+01:00,3.037,0.351,14.6,267.0,0.5
2025-11-13 13:00:00+01:00,2.744,0.297,16.1,364.0,0.542
2025-11-13 14:00:00+01:00,2.045,0.438,18.1,392.0,0.583
2025-11-13 15:00:00+01:00,0.795,0.598,18.9,315.0,0.625
2025-11-13 16:00:00+01:00,0.273,1.186,18.8,246.0,0.667
2025-11-13 17:00:00+01:00,0.083,0.858,17.7,122.0,0.708
2025-11-13 18:00:00+01:00,0.002,1.589,14.8,28.0,0.75
2025-11-13 19:00:00+01:00,0.0,2.173,13.4,0.0,0.792
2025-11-13 20:00:00+01:00,0.0,2.155,12.9,0.0,0.833
2025-11-13 21:00:00+01:00,0.0,1.317,12.7,0.0,0.875
2025-11-13 22:00:00+01:00,0.0,1.032,12.2,0.0,0.917
2025-11-13 23:00:00+01:00,0.0,1.0,12.1,0.0,0.958
2025-11-14 00:00:00+01:00,0.0,0.89,11.5,0.0,0.0
2025-11-14 01:00:00+01:00,0.0,0.316,11.2,0.0,0.042
2025-11-14 02:00:00+01:00,0.0,0.29,10.7,0.0,0.083
2025-11-14 03:00:00+01:00,0.0,0.476,11.0,0.0,0.125
2025-11-14 04:00:00+01:00,0.0,0.228,11.1,0.0,0.167
2025-11-14 05:00:00+01:00,0.0,0.264,10.2,0.0,0.208
2025-11-14 06:00:00+01:00,0.0,0.266,9.8,0.0,0.25
2025-11-14 07:00:00+01:00,0.0,0.412,9.5,0.0,0.292
2025-11-14 08:00:00+01:00,0.028,0.362,9.5,0.0,0.333
2025-11-14 09:00:00+01:00,0.234,0.387,10.6,15.0,0.375
2025-11-14 10:00:00+01:00,0.521,0.625,11.6,85.0,0.417
2025-11-14 11:00:00+01:00,1.39,0.225,13.2,166.0,0.458
2025-11-14 12:00:00+01:00,1.029,0.251,14.8,239.0,0.5
2025-11-14 13:00:00+01:00,1.017,0.237,16.1,281.0,0.542
2025-11-14 14:00:00+01:00,1.117,0.352,17.4,284.0,0.583
2025-11-14 15:00:00+01:00,0.652,0.573,18.1,276.0,0.625
2025-11-14 16:00:00+01:00,0.292,1.402,18.1,178.0,0.667
2025-11-14 17:00:00+01:00,0.091,1.409,17.0,117.0,0.708
2025-11-14 18:00:00+01:00,0.0,2.688,15.0,22.0,0.75
2025-11-14 19:00:00+01:00,0.0,2.405,14.5,0.0,0.792
2025-11-14 20:00:00+01:00,0.0,1.905,14.7,0.0,0.833
2025-11-14 21:00:00+01:00,0.0,2.179,15.0,0.0,0.875
2025-11-14 22:00:00+01:00,0.0,2.159,14.6,0.0,0.917
2025-11-14 23:00:00+01:00,0.0,1.955,13.9,0.0,0.958
2025-11-15 00:00:00+01:00,0.0,1.211,13.7,0.0,0.0
2025-11-15 01:00:00+01:00,0.0,0.358,13.4,0.0,0.042
2025-11-15 02:00:00+01:00,0.0,0.292,13.4,0.0,0.083
2025-11-15 03:00:00+01:00,0.0,0.545,14.2,0.0,0.125
2025-11-15 04:00:00+01:00,0.0,0.258,14.1,0.0,0.167
2025-11-15 05:00:00+01:00,0.0,0.272,14.2,0.0,0.208
2025-11-15 06:00:00+01:00,0.0,0.258,13.4,0.0,0.25
2025-11-15 07:00:00+01:00,0.0,0.27,13.5,0.0,0.292
2025-11-15 08:00:00+01:00,0.057,0.355,13.5,0.0,0.333
2025-11-15 09:00:00+01:00,0.556,0.358,13.9,9.0,0.375
2025-11-15 10:00:00+01:00,0.862,0.356,14.8,134.0,0.417
2025-11-15 11:00:00+01:00,2.429,0.318,16.3,236.0,0.458
2025-11-15 12:00:00+01:00,2.207,0.268,17.8,333.0,0.5
2025-11-15 13:00:00+01:00,1.607,0.265,18.9,303.0,0.542
2025-11-15 14:00:00+01:00,1.433,0.315,19.1,396.0,0.583
2025-11-15 15:00:00+01:00,0.406,0.532,18.5,258.0,0.625
2025-11-15 16:00:00+01:00,0.376,0.379,17.4,194.0,0.667
